602866.625,563562.500,-750000.125,-151921.781,285713.344,750000.062,-750000.125,289936.906,-0.110,0.966,0.067,0.000,0.000,0.000,66.667,1.000,1.000
536444.062,408908.812,-750000.125,-556097.312,439620.938,750000.062,-750000.125,-633242.125,-0.108,0.988,0.055,0.000,0.000,0.000,66.667,2.000,1.000
535081.500,317047.250,-515423.750,-330944.875,515991.750,750000.062,-750000.125,-589720.062,-0.109,0.994,0.050,0.000,0.000,0.000,66.667,3.000,1.000
530452.250,439917.312,306289.906,97019.000,598709.188,750000.062,-750000.125,292165.312,-0.108,0.998,0.051,0.000,0.000,0.000,66.667,4.000,1.000
687621.562,552493.562,665927.625,414746.031,606612.688,750000.062,97470.602,750000.062,-0.111,0.997,0.051,0.000,0.000,0.000,66.667,5.000,1.000
750000.062,618098.250,614601.750,604984.750,623278.312,690295.562,750000.062,648882.688,-0.109,0.998,0.049,-0.885,0.397,-4.883,66.667,6.000,1.000
722813.625,631366.062,626840.500,666827.500,750000.062,750000.062,696608.500,614419.562,-0.113,0.998,0.047,-0.275,-0.397,-1.984,66.667,7.000,1.000
750000.062,643505.312,682750.625,693247.375,750000.062,750000.062,615645.812,750000.062,-0.114,0.996,0.048,0.458,-0.946,-0.793,66.667,8.000,1.000
750000.062,676111.438,750000.062,750000.062,750000.062,750000.062,618973.562,750000.062,-0.113,0.996,0.046,0.580,-1.160,-0.427,66.667,9.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,678630.812,750000.062,-0.113,0.996,0.047,0.702,-1.312,-0.427,66.667,10.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.115,0.996,0.053,0.793,-1.495,-0.366,66.667,11.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.116,0.998,0.052,0.793,-1.678,-0.397,66.667,12.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.116,0.994,0.050,0.671,-1.770,-0.488,66.667,13.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,709381.312,750000.062,750000.062,-0.114,0.991,0.049,0.702,-1.862,-0.427,66.667,14.000,1.000
709030.375,750000.062,750000.062,750000.062,750000.062,598771.375,750000.062,750000.062,-0.110,0.990,0.047,0.732,-2.106,-0.275,66.667,15.000,1.000
606006.500,750000.062,750000.062,750000.062,750000.062,512717.656,697772.125,750000.062,-0.110,0.990,0.044,0.793,-2.106,-0.153,66.667,16.000,1.000
553877.750,750000.062,750000.062,750000.062,750000.062,469547.938,633347.500,750000.062,-0.109,0.990,0.045,1.038,-2.136,-0.031,66.667,17.000,1.000
530772.938,750000.062,750000.062,750000.062,750000.062,450643.719,603514.562,750000.062,-0.109,0.993,0.047,1.343,-2.350,0.061,66.667,18.000,1.000
510616.062,750000.062,750000.062,750000.062,750000.062,434052.469,577919.938,750000.062,-0.107,0.993,0.046,1.434,-2.350,0.092,66.667,19.000,1.000
