598207.750,414626.750,-750000.125,-126530.547,428044.156,750000.062,-750000.125,304360.844,-0.099,0.966,0.080,0.000,0.000,0.000,66.667,1.000,1.000
538976.500,407742.250,-750000.125,-567474.812,463813.750,750000.062,-750000.125,-613885.250,-0.095,0.990,0.070,0.000,0.000,0.000,66.667,2.000,1.000
533913.938,335148.156,-545937.000,-358026.688,521789.781,750000.062,-750000.125,-624614.812,-0.095,0.995,0.068,0.000,0.000,0.000,66.667,3.000,1.000
538225.938,458661.562,283051.344,71126.828,600944.625,750000.062,-750000.125,282950.844,-0.094,0.997,0.068,0.000,0.000,0.000,66.667,4.000,1.000
695661.938,558034.188,664050.750,404806.562,608562.375,750000.062,327460.656,750000.062,-0.096,0.996,0.064,0.000,0.000,0.000,66.667,5.000,1.000
750000.062,616663.500,617539.938,596888.312,621288.062,640156.062,750000.062,646960.750,-0.097,0.997,0.062,-4.639,3.632,-4.395,66.667,6.000,1.000
714432.250,630564.000,627517.938,664997.438,750000.062,720748.812,679866.312,613758.250,-0.096,1.000,0.061,-1.740,0.671,-1.892,66.667,7.000,1.000
750000.062,642562.188,683314.562,692556.250,750000.062,750000.062,615325.312,750000.062,-0.097,1.001,0.062,-0.122,-0.549,-0.763,66.667,8.000,1.000
750000.062,670802.375,750000.062,750000.062,750000.062,750000.062,619594.688,750000.062,-0.097,1.006,0.061,0.610,-1.373,-0.122,66.667,9.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,673568.000,750000.062,-0.100,1.004,0.061,0.793,-1.587,-0.031,66.667,10.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.098,1.003,0.062,0.763,-1.740,0.000,66.667,11.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.096,1.003,0.059,0.702,-1.892,-0.031,66.667,12.000,1.000
750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.097,1.003,0.061,0.641,-1.984,0.000,66.667,13.000,1.000
